assembly Constituency,Candidate Name,Party,Status,Votes,Margin,state
Jajpur(52),SUJATA SAHU,Biju Janata Dal,won,86049,(+ 2564),odisha
Jajpur(52),GOUTAM RAY,Bharatiya Janata Party,lost,83485,( -2564),odisha
Jajpur(52),SUDIP KUMAR KAR,Indian National Congress,lost,6477,( -79572),odisha
Jajpur(52),RAGHUNATH SETHI,Bahujan Samaj Party,lost,1052,( -84997),odisha
Jajpur(52),DEBA PRAKASH MOHANTY,Independent,lost,845,( -85204),odisha
Jajpur(52),BISWANATH DAS,Samruddha Odisha,lost,442,( -85607),odisha
Jajpur(52),NOTA,None of the Above,,1230,( -84819),odisha
Talcher(60),BRAJA KISHORE PRADHAN,Biju Janata Dal,won,75621,(+ 32122),odisha
Talcher(60),KALANDI CHARAN SAMAL,Bharatiya Janata Party,lost,43499,( -32122),odisha
Talcher(60),PRAFULLA CHANDRA DAS,Indian National Congress,lost,6189,( -69432),odisha
Talcher(60),PRAHLADA CHANDRA SAHOO,Socialist Unity Centre Of India (COMMUNIST),lost,445,( -75176),odisha
Talcher(60),SANTOSH KUMAR SAHU,Independent,lost,385,( -75236),odisha
Talcher(60),RUPAK KUMAR PANI,Independent,lost,365,( -75256),odisha
Talcher(60),SARBESWAR NAIK,Bahujan Samaj Party,lost,339,( -75282),odisha
Talcher(60),BIJAYA KUMAR NAIK,Ambedkarite Party of India,lost,303,( -75318),odisha
Talcher(60),BHUPEN THAMBA,Independent,lost,281,( -75340),odisha
Talcher(60),MANOJ KUMAR JENA,All India Forward Bloc,lost,162,( -75459),odisha
Talcher(60),NOTA,None of the Above,,976,( -74645),odisha
Athamallik(63),NALINI KANTA PRADHAN,Biju Janata Dal,won,93957,(+ 16153),odisha
Athamallik(63),SANJEEB KUMAR SAHOO,Bharatiya Janata Party,lost,77804,( -16153),odisha
Athamallik(63),HIMANSHU SHEKHAR CHAULIA,Indian National Congress,lost,5126,( -88831),odisha
Athamallik(63),RAMANI RANJAN PRADHAN,Socialist Unity Centre Of India (COMMUNIST),lost,973,( -92984),odisha
Athamallik(63),NOTA,None of the Above,,1631,( -92326),odisha
Sonepur(65),NIRANJAN PUJARI,Biju Janata Dal,won,98202,(+ 15239),odisha
Sonepur(65),PRAMOD KUMAR MAHAPATRA,Bharatiya Janata Party,lost,82963,( -15239),odisha
Sonepur(65),PRIYABRATA SAHU,Indian National Congress,lost,20508,( -77694),odisha
Sonepur(65),SONALI BISHI,Independent,lost,5506,( -92696),odisha
Sonepur(65),S MANDODARI CHHATRI,Bahujan Samaj Party,lost,1433,( -96769),odisha
Sonepur(65),SURAJ KUSHAL,Ambedkarite Party of India,lost,1253,( -96949),odisha
Sonepur(65),UTTAM ADABANKA,Independent,lost,880,( -97322),odisha
Sonepur(65),SHASHIBHUSAN PADHAN,National Apni Party,lost,716,( -97486),odisha
Sonepur(65),NOTA,None of the Above,,1905,( -96297),odisha
Bolangir(68),KALIKESH NARAYAN SINGH DEO,Biju Janata Dal,won,85265,(+ 13409),odisha
Bolangir(68),SAMARENDRA MISHRA,Indian National Congress,lost,71856,( -13409),odisha
Bolangir(68),GOPALJI PANIGRAHI,Bharatiya Janata Party,lost,24932,( -60333),odisha
Bolangir(68),ASHISH PANDE,Aam Aadmi Party,lost,1094,( -84171),odisha
Bolangir(68),NILAKANTHA NAG,Ambedkarite Party of India,lost,1070,( -84195),odisha
Bolangir(68),RANA NAG,Bahujan Samaj Party,lost,836,( -84429),odisha
Bolangir(68),NOTA,None of the Above,,1556,( -83709),odisha
Nuapada(71),RAJENDRA DHOLAKIA,Biju Janata Dal,won,61822,(+ 10881),odisha
Nuapada(71),GHASIRAM MAJHI,Independent,lost,50941,( -10881),odisha
Nuapada(71),ABHINANDAN PANDA,Bharatiya Janata Party,lost,44814,( -17008),odisha
Nuapada(71),SARAT PATTANAYAK,Indian National Congress,lost,15501,( -46321),odisha
Nuapada(71),BHUJABAL ADABANG,Independent,lost,5655,( -56167),odisha
Nuapada(71),SUKDHAR DANDSENA,Bahujan Samaj Party,lost,1429,( -60393),odisha
Nuapada(71),LOCHAN SINGH MAJHI,Samajwadi Party,lost,1250,( -60572),odisha
Nuapada(71),NOTA,None of the Above,,2291,( -59531),odisha
Khariar(72),ADHIRAJ MOHAN PANIGRAHI,Biju Janata Dal,won,93246,(+ 9618),odisha
Khariar(72),HITESH KUMAR BAGARTTI,Bharatiya Janata Party,lost,83628,( -9618),odisha
Khariar(72),KAMAL CHARAN TANDI,Indian National Congress,lost,13330,( -79916),odisha
Khariar(72),SHREEKANT CHATTERJEE,Independent,lost,2104,( -91142),odisha
Khariar(72),UDDHAB MAJHI,Odisha Janata Party,lost,1759,( -91487),odisha
Khariar(72),BUDHARU BIHARI,Samajwadi Party,lost,1187,( -92059),odisha
Khariar(72),RANGADHAR MAJHI,Independent,lost,1186,( -92060),odisha
Khariar(72),NOTA,None of the Above,,2436,( -90810),odisha
Dabugam(76),MANOHAR RANDHARI,Biju Janata Dal,won,77511,(+ 21455),odisha
Dabugam(76),LIPIKA MAJHI,Indian National Congress,lost,56056,( -21455),odisha
Dabugam(76),SOMNATH PUJARI,Bharatiya Janata Party,lost,34318,( -43193),odisha
Dabugam(76),NOTA,None of the Above,,4543,( -72968),odisha
Lanjigarh(77),PRADIP KUMAR DISHARI,Biju Janata Dal,won,60254,(+ 6501),odisha
Lanjigarh(77),BALABHADRA MAJHI,Indian National Congress,lost,53753,( -6501),odisha
Lanjigarh(77),RAMESH CHANDRA MAJHI,Bharatiya Janata Party,lost,49113,( -11141),odisha
Lanjigarh(77),MOHANSINGH MAJHI,Bahujan Samaj Party,lost,2498,( -57756),odisha
Lanjigarh(77),PHULAME MAJHI,Independent,lost,2065,( -58189),odisha
Lanjigarh(77),SURESH MAJHI,Independent,lost,1917,( -58337),odisha
Lanjigarh(77),UDDHABA NAIK,All India Forward Bloc,lost,1629,( -58625),odisha
Lanjigarh(77),RAKSHI NAYAK,Samajwadi Party,lost,1416,( -58838),odisha
Lanjigarh(77),NOTA,None of the Above,,4123,( -56131),odisha
Junagarh(78),DIBYA SHANKAR MISHRA,Biju Janata Dal,won,77037,(+ 1338),odisha
Junagarh(78),MANOJ KUMAR MEHER,Bharatiya Janata Party,lost,75699,( -1338),odisha
Junagarh(78),TULESWAR NAIK,Indian National Congress,lost,39492,( -37545),odisha
Junagarh(78),RABI HARIJAN,Odisha Janata Party,lost,1611,( -75426),odisha
Junagarh(78),PARAMESWAR KAND,Independent,lost,1471,( -75566),odisha
Junagarh(78),SUDHANIDHI NAIK,Independent,lost,1309,( -75728),odisha
Junagarh(78),NOTA,None of the Above,,2735,( -74302),odisha
Narla(81),MANORAMA MOHANTY,Biju Janata Dal,won,67532,(+ 5205),odisha
Narla(81),BHAKTA CHARAN DAS,Indian National Congress,lost,62327,( -5205),odisha
Narla(81),ANIRUDDHA PADHAN,Bharatiya Janata Party,lost,47417,( -20115),odisha
Narla(81),PRADEEP KUMAR NAIK,Independent,lost,1091,( -66441),odisha
Narla(81),DURYODHAN KUMAR,Bahujan Samaj Party,lost,967,( -66565),odisha
Narla(81),GABHIRA SUNA,Ambedkarite Party of India,lost,897,( -66635),odisha
Narla(81),PRUTHIRAJ CHHATRIA,Aam Aadmi Party,lost,719,( -66813),odisha
Narla(81),ROJARANI JAL,Independent,lost,698,( -66834),odisha
Narla(81),KAJAL PATTANAYAK,Odisha Janata Party,lost,599,( -66933),odisha
Narla(81),TIKEMANA DEEP,Independent,lost,573,( -66959),odisha
Narla(81),SIBARAM NAYAK,All India Forward Bloc,lost,521,( -67011),odisha
Narla(81),SASHIDEV HARIJAN,National Apni Party,lost,513,( -67019),odisha
Narla(81),NOTA,None of the Above,,1300,( -66232),odisha
Baliguda(82),CHAKRAMANI KANHAR,Biju Janata Dal,won,43586,(+ 1671),odisha
Baliguda(82),UPENDRA PRADHAN,Indian National Congress,lost,41915,( -1671),odisha
Baliguda(82),KALPANA KANHAR,Bharatiya Janata Party,lost,31481,( -12105),odisha
Baliguda(82),AJAYA KUMAR MALLICK,Manas Lokshakti Dal,lost,1009,( -42577),odisha
Baliguda(82),JAYASING MALLICK,National Apni Party,lost,866,( -42720),odisha
Baliguda(82),NOTA,None of the Above,,2606,( -40980),odisha
Banki(88),DEVI RANJAN TRIPATHY,Biju Janata Dal,won,69214,(+ 17026),odisha
Banki(88),TUSARA KANTA CHAKRABARTY,Bharatiya Janata Party,lost,52188,( -17026),odisha
Banki(88),DEBASIS PATNAIK,Indian National Congress,lost,42899,( -26315),odisha
Banki(88),MAMATA JENA,Manas Lokshakti Dal,lost,806,( -68408),odisha
Banki(88),MALABIKA SAMAL,Socialist Unity Centre Of India (COMMUNIST),lost,558,( -68656),odisha
Banki(88),PRAKASH CHANDRA SAHOO,Krupaa Party,lost,474,( -68740),odisha
Banki(88),SUBASH CHANDRA ROUT,National Apni Party,lost,273,( -68941),odisha
Banki(88),HEMANTA KUMAR DEBATA,Independent,lost,247,( -68967),odisha
Banki(88),NOTA,None of the Above,,885,( -68329),odisha
Athagarh(89),RANENDRA PRATAP SWAIN,Biju Janata Dal,won,86006,(+ 3584),odisha
Athagarh(89),ABHAYA KUMAR BARIK,Bharatiya Janata Party,lost,82422,( -3584),odisha
Athagarh(89),SUDARSAN SAHOO,Indian National Congress,lost,2405,( -83601),odisha
Athagarh(89),GANESWAR SAHOO,Bahujan Samaj Party,lost,485,( -85521),odisha
Athagarh(89),DEBIPRASAD MOHAPATRA,Aam Aadmi Party,lost,352,( -85654),odisha
Athagarh(89),HARIHAR SAHOO,Independent,lost,322,( -85684),odisha
Athagarh(89),RAJENDRA KUMAR MOHANTY,Independent,lost,298,( -85708),odisha
Athagarh(89),BIJAYA KUMAR PARIDA,Independent,lost,246,( -85760),odisha
Athagarh(89),SANTOSH KUMAR KAR,National Apni Party,lost,204,( -85802),odisha
Athagarh(89),PRACHETA PARAMANIK,Supreme Zero Party of Bharat,lost,155,( -85851),odisha
Athagarh(89),DIBYASINGHA MISHRA,Samruddha Odisha,lost,125,( -85881),odisha
Athagarh(89),GAGAN BIHARI ROUT,Kalinga National Front,lost,121,( -85885),odisha
Athagarh(89),NOTA,None of the Above,,740,( -85266),odisha
Choudwar-Cuttack(91),SOUVIC BISWAL,Biju Janata Dal,won,72325,(+ 17816),odisha
Choudwar-Cuttack(91),NAYAN KISHORE MOHANTY,Bharatiya Janata Party,lost,54509,( -17816),odisha
Choudwar-Cuttack(91),MEERA MALLICK,Indian National Congress,lost,5118,( -67207),odisha
Choudwar-Cuttack(91),RUPALI LENKA,Independent,lost,2804,( -69521),odisha
Choudwar-Cuttack(91),SUKANTA CHANDRA SAHANI,Independent,lost,2113,( -70212),odisha
Choudwar-Cuttack(91),KHAGESWAR SETHI,Socialist Unity Centre Of India (COMMUNIST),lost,424,( -71901),odisha
Choudwar-Cuttack(91),BIJAYALAXMI MOHAPATRA,Aam Aadmi Party,lost,364,( -71961),odisha
Choudwar-Cuttack(91),LULU BISWAL,Samruddha Odisha,lost,306,( -72019),odisha
Choudwar-Cuttack(91),RANJEET MALLICK,Independent,lost,280,( -72045),odisha
Choudwar-Cuttack(91),BIPLAB NANDA,Independent,lost,224,( -72101),odisha
Choudwar-Cuttack(91),SOBHA PANDEY,Independent,lost,200,( -72125),odisha
Choudwar-Cuttack(91),MANORANJAN DALAI,Bahujan Samaj Party,lost,171,( -72154),odisha
Choudwar-Cuttack(91),NOTA,None of the Above,,1040,( -71285),odisha
Salipur(94),PRASANTA BEHERA,Biju Janata Dal,won,87701,(+ 7594),odisha
Salipur(94),ARINDAM ROY,Bharatiya Janata Party,lost,80107,( -7594),odisha
Salipur(94),AQUIBUZZAMA KHAN,Indian National Congress,lost,19930,( -67771),odisha
Salipur(94),BADRI NARAYAN DASH,Communist Party of India  (Marxist),lost,1751,( -85950),odisha
Salipur(94),BISHESWAR SWAIN,Independent,lost,456,( -87245),odisha
Salipur(94),SUVESH RANJAN PARIDA,Independent,lost,316,( -87385),odisha
Salipur(94),JASOBANTA JENA,Bahujan Samaj Party,lost,217,( -87484),odisha
Salipur(94),MADHUSUDAN SAHOO,Krupaa Party,lost,163,( -87538),odisha
Salipur(94),AMARESH PATRA,Samajwadi Party,lost,130,( -87571),odisha
Salipur(94),NOTA,None of the Above,,926,( -86775),odisha
Patkura(96),ARVIND MOHAPATRA,Biju Janata Dal,won,90905,(+ 13822),odisha
Patkura(96),TEJESWAR PARIDA,Bharatiya Janata Party,lost,77083,( -13822),odisha
Patkura(96),RATIKANTA KANUNGO,Indian National Congress,lost,12091,( -78814),odisha
Patkura(96),ASHOK KUMAR TRIPATHY,Aam Aadmi Party,lost,1404,( -89501),odisha
Patkura(96),CHIDANANDA PARIDA,Bahujan Samaj Party,lost,523,( -90382),odisha
Patkura(96),BARADA PRASADA MALIK,Manas Lokshakti Dal,lost,234,( -90671),odisha
Patkura(96),BIBHUTI BHUSAN PANDA,Independent,lost,186,( -90719),odisha
Patkura(96),PRADIPTA KUMAR MISHRA,Samajwadi Party,lost,142,( -90763),odisha
Patkura(96),NOTA,None of the Above,,564,( -90341),odisha
Kendrapara(97),GANESWAR BEHERA,Biju Janata Dal,won,90173,(+ 35418),odisha
Kendrapara(97),GEETANJALI SETHI,Bharatiya Janata Party,lost,54755,( -35418),odisha
Kendrapara(97),SIPRA MALLICK,Indian National Congress,lost,7478,( -82695),odisha
Kendrapara(97),RANJAN KUMAR MALLIK,Bahujan Samaj Party,lost,451,( -89722),odisha
Kendrapara(97),RANJAN BEHERA,Independent,lost,284,( -89889),odisha
Kendrapara(97),DINABANDHU MALLIK,Independent,lost,147,( -90026),odisha
Kendrapara(97),NARENDRA KUMAR MALIK,Indian Citizens' Party,lost,121,( -90052),odisha
Kendrapara(97),SANTOSH MALIK,Samruddha Odisha,lost,119,( -90054),odisha
Kendrapara(97),NOTA,None of the Above,,638,( -89535),odisha
Aul(98),PRATAP KESHARI DEB,Biju Janata Dal,won,73678,(+ 19628),odisha
Aul(98),DEBASMITA SHARMA,Indian National Congress,lost,54050,( -19628),odisha
Aul(98),KRISHNA CHANDRA PANDA,Bharatiya Janata Party,lost,44852,( -28826),odisha
Aul(98),PRASANTA KUMAR SETHY,Bahujan Samaj Party,lost,305,( -73373),odisha
Aul(98),PARSURAM DAS,Independent,lost,272,( -73406),odisha
Aul(98),SRIRAM PANDEY,Independent,lost,215,( -73463),odisha
Aul(98),NOTA,None of the Above,,510,( -73168),odisha
Rajanagar(99),DHRUBA CHARAN SAHOO,Biju Janata Dal,won,81237,(+ 18241),odisha
Rajanagar(99),LALIT KUMAR BEHERA,Bharatiya Janata Party,lost,62996,( -18241),odisha
Rajanagar(99),ASHOK KUMAR PRATIHARI,Indian National Congress,lost,26299,( -54938),odisha
Rajanagar(99),JIBAN KRUSHNA RAY,Independent,lost,2258,( -78979),odisha
Rajanagar(99),PRASHANT KUMAR PATRA,Samajwadi Party,lost,349,( -80888),odisha
Rajanagar(99),DIBYA RANJAN SWAIN,Independent,lost,295,( -80942),odisha
Rajanagar(99),SNEHALATA RAY,Independent,lost,242,( -80995),odisha
Rajanagar(99),MANOJ KUMAR ROUT,Independent,lost,230,( -81007),odisha
Rajanagar(99),MAHENDRA BAI,Independent,lost,143,( -81094),odisha
Rajanagar(99),NOTA,None of the Above,,791,( -80446),odisha
Tirtol(102),RAMAKANTA BHOI,Biju Janata Dal,won,83740,(+ 28495),odisha
Tirtol(102),RAJKISHORE BEHERA,Bharatiya Janata Party,lost,55245,( -28495),odisha
Tirtol(102),HIMANSHU BHUSAN MALLICK,Indian National Congress,lost,42852,( -40888),odisha
Tirtol(102),SAMIR SAMAL,Bahujan Samaj Party,lost,663,( -83077),odisha
Tirtol(102),S. GIRIJA PRASAD,Odisha Janata Party,lost,293,( -83447),odisha
Tirtol(102),RABINDRA NATH SETHY,Independent,lost,278,( -83462),odisha
Tirtol(102),GAGAN BEHERA,Independent,lost,224,( -83516),odisha
Tirtol(102),RAMESH CHANDRA MALLICK,Samruddha Odisha,lost,169,( -83571),odisha
Tirtol(102),NOTA,None of the Above,,649,( -83091),odisha
Balikuda-Erasama(103),SARADA PRASANNA JENA,Biju Janata Dal,won,93517,(+ 25959),odisha
Balikuda-Erasama(103),SATYA SARATHI MOHANTY,Bharatiya Janata Party,lost,67558,( -25959),odisha
Balikuda-Erasama(103),NALIN KUMAR SWAIN,Indian National Congress,lost,27981,( -65536),odisha
Balikuda-Erasama(103),SANJEEB BISWAL,Independent,lost,9971,( -83546),odisha
Balikuda-Erasama(103),AMBIKA PRASAD BHOI,Bahujan Samaj Party,lost,880,( -92637),odisha
Balikuda-Erasama(103),SASMITA DAS,Independent,lost,846,( -92671),odisha
Balikuda-Erasama(103),SESHADEB NANDA,Independent,lost,586,( -92931),odisha
Balikuda-Erasama(103),BARADA PRASAN SAHOO,Aam Aadmi Party,lost,422,( -93095),odisha
Balikuda-Erasama(103),RAKESH KUMAR BEHERA,Independent,lost,374,( -93143),odisha
Balikuda-Erasama(103),DILLIP KUMAR TRIPATHY,Bharatiya Nyay-Adhikar Raksha Party,lost,342,( -93175),odisha
Balikuda-Erasama(103),SUBASH CHANDRA PARIDA,Independent,lost,169,( -93348),odisha
Balikuda-Erasama(103),NOTA,None of the Above,,475,( -93042),odisha
Kakatpur(105),TUSHARKANTI BEHERA,Biju Janata Dal,won,84010,(+ 23151),odisha
Kakatpur(105),BAIDHAR MALIK,Bharatiya Janata Party,lost,60859,( -23151),odisha
Kakatpur(105),BISWA BHUSHAN DAS,Indian National Congress,lost,31325,( -52685),odisha
Kakatpur(105),CHHABI MALIK,Bahujan Samaj Party,lost,746,( -83264),odisha
Kakatpur(105),KARTTIK RAO,Krupaa Party,lost,239,( -83771),odisha
Kakatpur(105),JALI ROUT,Manas Lokshakti Dal,lost,221,( -83789),odisha
Kakatpur(105),GITANJALI MALIK,Ambedkarite Party of India,lost,219,( -83791),odisha
Kakatpur(105),SUMANTA KUMAR SETHI,Mo Dala,lost,182,( -83828),odisha
Kakatpur(105),BAMADEB BEHERA,Odisha Janata Party,lost,146,( -83864),odisha
Kakatpur(105),RABINDRA NATH KANDI,All India Forward Bloc,lost,129,( -83881),odisha
Kakatpur(105),TAPAN KUMAR MALLIK,Odisha Pragati Dal,lost,103,( -83907),odisha
Kakatpur(105),NOTA,None of the Above,,382,( -83628),odisha
Puri(107),SUNIL KUMAR MOHANTY,Biju Janata Dal,won,74709,(+ 5178),odisha
Puri(107),JAYANTA KUMAR SARANGI,Bharatiya Janata Party,lost,69531,( -5178),odisha
Puri(107),UMA BALLAV RATH,Indian National Congress,lost,13169,( -61540),odisha
Puri(107),HAREKRUSHNA SINGHARI,Independent,lost,972,( -73737),odisha
Puri(107),SUJIT MOHAPATRA,Independent,lost,862,( -73847),odisha
Puri(107),SATYAJIT MOHANTY,Aam Aadmi Party,lost,821,( -73888),odisha
Puri(107),SUCHENDRA BHOI,Bahujan Samaj Party,lost,527,( -74182),odisha
Puri(107),SANTOSH KUMAR MALLICK,Independent,lost,337,( -74372),odisha
Puri(107),RAJKISHOR BEJE,Bharatheeya Jawan Kisan Party,lost,297,( -74412),odisha
Puri(107),SURENDRA DIHUDI,Manas Lokshakti Dal,lost,209,( -74500),odisha
Puri(107),DEBAKI NANDAN DASH,Independent,lost,179,( -74530),odisha
Puri(107),SANJIB KUMAR MAHAPATRA,Odisha Janata Party,lost,160,( -74549),odisha
Puri(107),SMITA MOHANTY,Independent,lost,154,( -74555),odisha
Puri(107),CHITTA RANJAN SAHOO,Independent,lost,137,( -74572),odisha
Puri(107),NOTA,None of the Above,,918,( -73791),odisha
Jayadev(111),NABA KISHOR MALLICK,Biju Janata Dal,won,76790,(+ 21473),odisha
Jayadev(111),ARABINDA DHALI,Bharatiya Janata Party,lost,55317,( -21473),odisha
Jayadev(111),KRISHNA CHANDRA SAGARIA,Indian National Congress,lost,8277,( -68513),odisha
Jayadev(111),SATYA PRIYA BEHERA,Independent,lost,4291,( -72499),odisha
Jayadev(111),DINABANDHU NAYAK,Aam Aadmi Party,lost,691,( -76099),odisha
Jayadev(111),LOKANATH BEHERA,Independent,lost,439,( -76351),odisha
Jayadev(111),RASMITA BHOI,Samruddha Odisha,lost,302,( -76488),odisha
Jayadev(111),KANHU CHARAN KHATUA,Independent,lost,251,( -76539),odisha
Jayadev(111),NOTA,None of the Above,,1271,( -75519),odisha
Bhubaneswar Central(112),ANANTA NARAYAN JENA,Biju Janata Dal,won,53759,(+ 37),odisha
Bhubaneswar Central(112),JAGANNATH PRADHAN,Bharatiya Janata Party,lost,53722,( -37),odisha
Bhubaneswar Central(112),PRAKSH CHANDRA JENA,Indian National Congress,lost,3308,( -50451),odisha
Bhubaneswar Central(112),DR. ARUN KUMAR NAYAK,Aam Aadmi Party,lost,506,( -53253),odisha
Bhubaneswar Central(112),SANATAN BEHERA,Independent,lost,132,( -53627),odisha
Bhubaneswar Central(112),KISHAN KUMAR BALODIA,Independent,lost,130,( -53629),odisha
Bhubaneswar Central(112),DR NAGENDRA NATH MISRA,Bahujan Samaj Party,lost,100,( -53659),odisha
Bhubaneswar Central(112),LAXMI DORA,All India Forward Bloc,lost,91,( -53668),odisha
Bhubaneswar Central(112),DR AKSHAYA KUMAR BARIK,Independent,lost,85,( -53674),odisha
Bhubaneswar Central(112),SRIKANTA SAMAL,Krupaa Party,lost,66,( -53693),odisha
Bhubaneswar Central(112),RANJAN KUMAR KAR,Bharatheeya Jawan Kisan Party,lost,61,( -53698),odisha
Bhubaneswar Central(112),UMA CHARAN MISHRA,Samruddha Odisha,lost,57,( -53702),odisha
Bhubaneswar Central(112),NARESH CHANDRA SAHOO,Odisha Janata Party,lost,48,( -53711),odisha
Bhubaneswar Central(112),NOTA,None of the Above,,689,( -53070),odisha
Bhubaneswar North(113),SUSANT KUMAR ROUT,Biju Janata Dal,won,78179,(+ 11343),odisha
Bhubaneswar North(113),PRIYADARSHI MISHRA,Bharatiya Janata Party,lost,66836,( -11343),odisha
Bhubaneswar North(113),ASHOK KUMAR DAS,Indian National Congress,lost,5420,( -72759),odisha
Bhubaneswar North(113),BYOMAKESH TRIPATHY,Independent,lost,1360,( -76819),odisha
Bhubaneswar North(113),SANKAR SEN BARIK,Communist Party of India,lost,497,( -77682),odisha
Bhubaneswar North(113),SOMANATH ROUT,Aam Aadmi Party,lost,443,( -77736),odisha
Bhubaneswar North(113),SRINIBAS KHANDAI,Independent,lost,179,( -78000),odisha
Bhubaneswar North(113),PRATAP KISHOR BARIK,Independent,lost,170,( -78009),odisha
Bhubaneswar North(113),BIBHUTI BHUSAN SWAIN,Independent,lost,141,( -78038),odisha
Bhubaneswar North(113),DIMIROO MAJHI,Independent,lost,125,( -78054),odisha
Bhubaneswar North(113),GOPINATH NAYAK,Communist Party of India (Marxist-Leninist) Red Star,lost,124,( -78055),odisha
Bhubaneswar North(113),SANTOSH KUMAR PANI,Odisha Janata Party,lost,85,( -78094),odisha
Bhubaneswar North(113),NOTA,None of the Above,,868,( -77311),odisha
Jatani(115),BIBHUTI BHUSAN BALABANTARAY,Biju Janata Dal,won,68162,(+ 25221),odisha
Jatani(115),BISWARANJAN BADAJENA,Bharatiya Janata Party,lost,42941,( -25221),odisha
Jatani(115),SANTOSH KUMAR JENA,Indian National Congress,lost,42629,( -25533),odisha
Jatani(115),SUJIT KUMAR BALABANTARAY,Independent,lost,15309,( -52853),odisha
Jatani(115),MD MANWAR ALLI,Independent,lost,1788,( -66374),odisha
Jatani(115),PRADIP BHOI,Manas Lokshakti Dal,lost,1136,( -67026),odisha
Jatani(115),PRASANTA KUMAR SAHOO,Independent,lost,471,( -67691),odisha
Jatani(115),MANOJ KUMAR PRADHAN,Independent,lost,346,( -67816),odisha
Jatani(115),HIMANSU KUMAR NAYAK,Kalinga Sena,lost,287,( -67875),odisha
Jatani(115),NOTA,None of the Above,,1449,( -66713),odisha
Begunia(116),PRADIP KUMAR SAHU S/O-LAXMIDHAR SAHU,Biju Janata Dal,won,90964,(+ 47814),odisha
Begunia(116),PRAKASHA CHANDRA BIJULI,Bharatiya Janata Party,lost,43150,( -47814),odisha
Begunia(116),PRUTHVI BALLAV PATNAIK,Indian National Congress,lost,18144,( -72820),odisha
Begunia(116),MANAS RANJAN DAS,Manas Lokshakti Dal,lost,2736,( -88228),odisha
Begunia(116),PRADEEP KUMAR SAHOO S/O-DWITIKRUSHNA SAHOO,Independent,lost,537,( -90427),odisha
Begunia(116),SANTOSH KUMAR SAHOO,Independent,lost,389,( -90575),odisha
